Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-12-01,2012-12-01,Slavonski Brod,1,ne,75,0,0,75,37.5
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-12-05,2012-12-06,Dubrovnik,3,ne,6080,2378.2,0,8458.2,2114.55
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-12-07,2012-12-07,Vukovar,2,ne,300,0,0,300,100
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-12-17,2012-12-17,Slunj,2,ne,0,0,0,0,0
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-12-15,2012-12-15,Rijeka,1,ne,150,0,0,150,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-12-27,2012-12-27,Pakrac,2,ne,0,0,0,0,0
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_2,2012,2012-05-18,2012-05-19,"Lourdes, Francuska",3,ne,2097.2,2989.73,950.22,6037.15,1509.2875
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-01-21,2014-01-21,Zadar,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-01-27,2014-01-27,Zadar,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-02-10,2014-02-10,Prelog,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-02-28,2014-02-28,Zadar,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-07,2014-03-07,Đakovo,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-10,2014-03-10,Vukovar,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-14,2014-03-14,Opatija,2,ne,225,0,0,225,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-17,2014-03-17,Vukovar,1,ne,150,0,0,150,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-18,2014-03-18,Biograd,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-21,2014-03-21,Štrigova,1,ne,150,0,0,150,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-31,2014-03-31,Plitvice,2,ne,225,0,0,225,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-04-23,2014-04-23,Varaždin,2,ne,225,0,0,225,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-04-27,2014-04-27,Vukovar,1,ne,150,0,0,150,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-04-28,2014-04-28,Split,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-04-29,2014-04-29,Osijek,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-05-02,2014-05-02,B. Selo,2,ne,225,0,0,225,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-05-06,2014-05-06,Gračac,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-05-09,2014-05-09,Vodice,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-06-04,2014-06-04,Vukovar,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-07-01,2014-07-01,Vukovar,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-07-15,2014-07-15,Umag,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-07-16,2014-07-16,Glina,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-08-04,2014-08-05,Knin,1,ne,600,726.82,0,1326.82,663.41
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-08-24,2014-08-24,Vukovar,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-08-23,2014-08-23,"Sošica, Hrvatska",1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-08-30,2014-08-30,Senj,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-09-08,2014-09-08,Kusonje,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-09-13,2014-09-13,Nova Gradiška,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-09-23,2014-09-23,Vukovar,1,ne,150,0,0,150,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-01,2014-10-01,Vukovar,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-07,2014-10-07,Đulovac,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-21,2014-10-21,Udbina,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-29,2014-10-29,Novska,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-31,2014-10-31,Vukovar,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-11-19,2014-11-19,Nadin,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-11-28,2014-11-28,Osijek,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-11-29,2014-11-29,Nedelišće,2,ne,225,0,0,225,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-12-06,2014-12-06,Kokočak,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-12-05,2014-12-05,Osijek,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-12-07,2014-12-07,Lipik,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-12-23,2014-12-23,Osijek,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-03-28,2014-03-28,Sarajevo,2,ne,689.4,0,0,689.4,229.8
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-06-15,2014-06-21,Norveška,4,ne,27006.8,25886.36,7000,59893.16,11978.632
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-09-17,2014-09-18,Francuska,0,ne,15012.73,4511.83,1058.84,20583.4,20583.4
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-08,2014-10-10,Bruxelles,4,ne,9890.33,21047.53,2164.35,33102.21,6620.442
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-10-27,2014-10-29,Sarajevo,3,ne,1840.35,4245.28,0,6085.63,1521.4075
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr_3,2014,2014-12-16,2014-12-18,Bruxelles,3,ne,12504.84,10106.12,0,22610.96,5652.74
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-07-10,2016-07-10,Dubrovnik,0,ne,0,0,0,0,0
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-08-01,2016-08-01,Rijeka,0,ne,0,0,0,0,0
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-08-05,2016-08-05,Knin,0,ne,0,0,0,0,0
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-08-07,2016-08-07,Sinj,0,ne,0,0,0,0,0
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-08-13,2016-08-13,Metković,0,ne,0,0,0,0,0
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-08-26,2016-08-26,Dubrovnik,0,ne,0,0,0,0,0
Božo Petrov,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_petrova_potpre,2016,2016-10-09,2016-10-09,"Stolac, Bosna i Hercegovina",0,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-20,2016-10-20,Karlovac,1,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-21,2016-10-21,Baćin,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-22,2016-10-22,Požega,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-26,2016-10-26,Lička Jasenica,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-25,2016-10-25,Čepin,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-28,2016-10-28,Gospić,1,ne,150,0,0,150,75
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-10-29,2016-10-29,Novska,1,ne,150,0,0,150,75
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-03,2016-11-03,Rijeka,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-06,2016-11-06,Belaj,1,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-07,2016-11-07,Vukovići,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-05,2016-11-05,Slavonski Brod,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-12,2016-11-12,Saborsko,1,ne,150,0,0,150,75
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-13,2016-11-13,Ogulin,1,ne,150,0,0,150,75
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-15,2016-11-15,Majur,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-16,2016-11-16,Slunj,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-17,2016-11-18,Vukovar,1,ne,600,0,0,600,300
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-19,2016-11-19,Benkovac,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-11-20,2016-11-20,Vukovar,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-01,2016-12-01,Pazin,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-02,2016-12-02,Otok,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-03,2016-12-03,Lipik,1,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-04,2016-12-04,Orahovica,1,ne,150,0,0,150,75
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-07,2016-12-07,Slunj,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-11,2016-12-11,Sinj,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-12,2016-12-13,Voćin,1,ne,450,0,0,450,225
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-16,2016-12-17,Makarska,1,ne,450,1348,0,1798,899
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2016,2016-12-30,2016-12-30,Turanj,1,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-01-03,2017-01-03,Nova Gradiška,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-01-11,2017-01-11,Vukovar,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-01-20,2017-01-20,Zadar,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-01-30,2017-01-30,Tuhelj,1,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-02-10,2017-02-12,Osijek,1,ne,450,558,0,1008,504
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-02-13,2017-02-13,Karin Donji,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-02-14,2017-02-14,Rijeka,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-02-17,2017-02-17,Krivi Put,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-03-01,2017-03-01,Pakrac,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-03-09,2017-03-09,Ogulin,2,ne,225,0,0,225,75
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-03-10,2017-03-10,Vukovar,1,ne,300,0,0,300,150
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-03-29,2017-03-29,Slavonski Brod,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-03-31,2017-03-31,Plitvice,1,ne,160,0,0,160,80
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-01,2017-04-01,Slunj,1,ne,0,0,0,0,0
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-03,2017-04-04,Belišće,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-11,2017-04-11,Hrvatska Dubica,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-12,2017-04-12,Crikvenica,1,ne,160,0,0,160,80
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-19,2017-04-19,Opatija,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-25,2017-04-25,Dvor na Uni,1,ne,160,0,0,160,80
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-28,2017-04-29,Split,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-05-01,2017-05-01,Okučani,1,ne,160,0,0,160,80
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-04-29,2017-04-29,Nova Gradiška,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-05-02,2017-05-02,Borovo Selo,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-05-06,2017-05-07,Vukovar,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-05-12,2017-05-12,Gospić,1,ne,320,0,0,320,160
Tomo Medved,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_medveda_minist,2017,2017-05-14,2017-05-15,Trilj,1,ne,320,0,0,320,160
